pid,text_cluster_label,text_cl_mean_pop_train,text_cl_median_pop_train,text_cl_std_pop_train,text_cl_valid_pop_count_train,text_cl_total_items_train,visual_cluster_label,vis_cl_mean_pop_train,vis_cl_median_pop_train,vis_cl_std_pop_train,vis_cl_valid_pop_count_train,vis_cl_total_items_train,user_cluster_label,user_cl_mean_pop_train,user_cl_median_pop_train,user_cl_std_pop_train,user_cl_valid_pop_count_train,user_cl_total_items_train,audio_cluster_label,audio_cl_mean_pop_train,audio_cl_median_pop_train,audio_cl_std_pop_train,audio_cl_valid_pop_count_train,audio_cl_total_items_train
POST00004471,190,9.3779,9.7500,2.5463,19,19,116,9.0123,9.0600,1.7360,13,13,114,9.0331,9.8000,2.2016,16,16,191,8.5394,8.9000,3.1352,35,35
POST00004718,248,8.7656,9.5750,2.1097,16,16,228,8.1888,8.3250,2.0020,32,32,240,7.4738,7.4900,2.9720,177,177,47,0.0000,0.0000,0.0000,0,0
POST00004955,36,6.5627,6.1700,2.7299,15,15,79,4.6700,4.9500,0.9418,3,3,37,7.9380,8.0250,2.8431,208,208,47,0.0000,0.0000,0.0000,0,0
POST00004852,58,11.2080,11.4250,0.9919,10,10,225,9.3393,10.3000,2.9534,15,15,173,7.0037,7.2500,3.2126,551,551,88,8.3077,8.1800,2.6600,13,13
POST00004247,271,8.1318,8.5100,2.5293,11,11,132,5.3800,4.9900,2.4351,15,15,93,8.2100,9.8300,2.9637,9,9,114,7.6040,7.2200,2.9422,5,5
POST00005816,192,7.0510,7.5250,2.9923,10,10,50,7.6100,7.5600,2.4021,24,24,80,7.7191,7.9000,2.7339,92,92,97,8.2269,8.1400,2.1386,29,29
POST00004564,108,9.4545,10.4900,3.0929,11,11,94,8.6332,9.5100,2.4938,25,25,199,7.9763,7.8400,2.2405,46,46,13,7.8318,7.1750,3.3037,34,34
POST00004394,38,7.5241,7.8400,2.1747,17,17,69,8.7717,9.4800,2.3477,6,6,143,8.0925,8.3200,1.9964,12,12,60,7.1211,7.4800,3.0190,27,27
POST00005440,232,6.7300,6.6900,2.7875,15,15,111,5.2808,5.0100,1.6689,26,26,211,6.4793,6.5400,3.1914,27,27,69,7.8389,8.1200,2.6549,38,38
POST00005647,75,8.2029,9.1150,2.2949,14,14,161,5.3040,5.0450,2.9011,10,10,229,10.4674,10.7700,1.9798,35,35,130,7.9323,8.1400,2.5892,31,31
POST00004387,206,7.8857,8.0800,2.5223,23,23,51,7.0654,7.4300,3.4677,13,13,173,7.0037,7.2500,3.2126,551,551,248,7.4700,8.9850,4.4662,6,6
POST00004074,121,7.1932,8.0650,2.9982,22,22,135,6.8500,6.3000,1.8497,5,5,37,7.9380,8.0250,2.8431,208,208,257,8.0114,8.6000,3.0252,35,35
POST00004308,59,4.1940,4.1850,1.9207,10,10,17,8.1589,8.3300,2.7890,9,9,97,8.5933,9.4400,2.4808,3,3,261,8.2060,7.3300,2.0934,5,5
POST00004657,254,5.9018,5.1300,2.9341,11,11,5,8.5988,9.0800,2.5991,24,24,143,8.0925,8.3200,1.9964,12,12,162,9.2767,9.9600,2.0421,12,12
POST00004947,8,9.7177,10.2400,2.7967,30,30,0,9.8451,10.3900,2.8506,35,35,158,7.9362,8.0950,2.6864,42,42,168,9.0394,9.8600,2.6633,17,17
POST00004430,146,9.2265,9.6400,2.4415,26,26,35,8.0510,8.9000,3.3146,31,31,77,7.8215,6.9500,2.2394,13,13,63,8.5790,9.1100,2.1078,29,29
POST00005869,77,7.6015,7.9400,2.5432,13,13,105,7.5819,7.7950,2.7212,16,16,154,10.2625,10.7200,1.6938,8,8,85,0.0000,0.0000,0.0000,0,0
POST00005346,282,8.9791,8.9400,1.9026,11,11,293,8.4845,8.9300,2.5590,20,20,254,8.6833,8.1300,2.5455,3,3,159,7.7294,8.6500,3.1648,36,36
POST00004927,158,10.1817,10.2900,1.7624,18,18,243,9.7240,9.7800,2.2833,15,15,138,0.0000,0.0000,0.0000,0,0,67,7.6004,7.1550,3.0350,24,24
POST00005400,140,7.2729,7.1500,2.0534,7,7,5,8.5988,9.0800,2.5991,24,24,3,7.6950,7.6950,1.7466,2,2,85,0.0000,0.0000,0.0000,0,0
POST00005773,15,10.9906,11.3400,1.7332,16,16,211,9.1242,9.5550,3.2667,12,12,56,8.4489,8.6000,2.4696,9,9,95,8.5247,10.0800,3.0372,17,17
POST00004483,33,9.7792,9.8350,1.9210,26,26,74,8.9663,9.2650,2.6076,16,16,279,10.8562,10.9800,1.8521,29,29,158,9.0622,8.9600,1.9544,23,23
POST00004189,79,8.8473,10.4450,3.4931,22,22,148,8.8535,9.5900,2.5185,23,23,43,8.6000,7.0300,2.9255,9,9,9,8.2082,7.9450,2.8896,22,22
POST00005765,230,9.0905,10.2600,2.6388,19,19,261,9.6862,10.6600,1.8818,16,16,212,7.0279,7.6500,2.8146,47,47,22,7.7262,7.4700,2.5040,47,47
POST00005493,291,9.2078,9.1700,1.9312,9,9,13,9.3895,9.6000,1.9818,20,20,21,7.9446,8.0800,2.2530,35,35,91,7.4264,8.1500,2.2211,11,11
POST00004170,183,8.8425,9.5850,2.6388,32,32,240,7.6437,8.2850,1.8673,8,8,6,7.5673,7.9800,2.3013,15,15,207,7.9282,8.2750,2.6668,28,28
POST00005828,199,0.0000,0.0000,0.0000,0,0,114,8.5113,8.4500,2.2842,23,23,173,7.0037,7.2500,3.2126,551,551,89,8.0492,8.6700,3.2404,25,25
POST00005419,214,5.4975,5.7800,2.4381,12,12,50,7.6100,7.5600,2.4021,24,24,161,8.2400,8.2400,0.0000,1,1,11,0.0000,0.0000,0.0000,0,0
POST00005187,33,9.7792,9.8350,1.9210,26,26,74,8.9663,9.2650,2.6076,16,16,147,6.4475,6.3400,2.6086,4,4,158,9.0622,8.9600,1.9544,23,23
POST00005195,11,8.0900,8.7050,2.7072,18,18,50,7.6100,7.5600,2.4021,24,24,70,7.8922,8.4500,2.7427,73,73,264,8.7885,9.1100,2.2452,20,20
POST00005900,181,10.3350,10.3350,0.7142,2,2,211,9.1242,9.5550,3.2667,12,12,158,7.9362,8.0950,2.6864,42,42,110,9.0417,9.4600,2.4488,29,29
POST00004118,224,8.6746,8.2550,2.4658,24,24,40,8.9044,8.8950,2.4435,18,18,74,7.4820,6.9100,2.2559,10,10,122,8.9985,9.6850,2.9635,20,20
POST00005959,155,10.3157,10.2300,1.6408,7,7,209,9.3079,9.6700,2.3035,19,19,275,7.4142,7.4800,2.8610,59,59,149,7.6508,8.2350,2.9250,12,12
POST00005293,15,10.9906,11.3400,1.7332,16,16,204,8.2780,7.5900,4.1630,5,5,173,7.0037,7.2500,3.2126,551,551,175,0.0000,0.0000,0.0000,0,0
POST00005688,229,9.9477,10.5900,2.4366,30,30,198,10.1492,10.6350,2.7999,12,12,173,7.0037,7.2500,3.2126,551,551,299,8.1971,9.9000,2.9224,24,24
POST00005841,149,9.4833,10.5400,3.1358,15,15,26,9.9333,10.5900,2.6964,6,6,37,7.9380,8.0250,2.8431,208,208,252,9.0961,9.5600,2.5233,18,18
POST00005989,272,7.8222,7.8800,2.7742,9,9,267,7.2057,6.6800,3.0643,21,21,93,8.2100,9.8300,2.9637,9,9,214,7.4340,8.2050,3.1717,10,10
POST00004119,148,10.7718,10.7700,0.5177,11,11,261,9.6862,10.6600,1.8818,16,16,235,8.2146,9.4100,2.7176,13,13,207,7.9282,8.2750,2.6668,28,28
POST00005861,50,11.6920,11.5800,0.9150,5,5,62,9.6300,9.7600,2.5199,10,10,181,7.5860,7.1000,1.7990,10,10,71,9.0213,8.9000,2.9178,16,16
POST00005580,155,10.3157,10.2300,1.6408,7,7,29,10.3421,10.7350,1.9455,14,14,116,9.0750,9.0750,0.3889,2,2,103,8.5798,8.9800,2.4394,44,44
POST00004332,128,8.1125,8.6400,2.8079,12,12,94,8.6332,9.5100,2.4938,25,25,188,9.0603,8.9150,2.3577,34,34,31,7.4425,9.4050,3.6400,12,12
POST00004661,201,10.7742,11.7000,3.0171,12,12,235,8.5953,9.3400,3.6824,19,19,0,10.5390,10.9900,2.0203,63,63,127,8.8096,9.3600,3.1667,23,23
POST00004868,15,10.9906,11.3400,1.7332,16,16,35,8.0510,8.9000,3.3146,31,31,173,7.0037,7.2500,3.2126,551,551,291,8.9311,8.7900,1.8319,9,9
POST00005258,138,7.4667,7.2600,3.4347,3,3,208,7.5066,7.9400,3.2007,29,29,37,7.9380,8.0250,2.8431,208,208,169,8.4896,8.7050,2.4051,24,24
POST00004407,29,8.9505,9.5800,2.9637,20,20,72,10.3853,10.8700,1.6532,15,15,110,6.9240,6.8000,2.6254,5,5,286,8.2765,9.5100,2.5171,23,23
POST00004824,296,8.2783,9.0000,2.7719,12,12,216,8.2811,8.2500,2.5707,18,18,272,9.1315,8.6050,2.1645,20,20,184,8.8100,8.8100,2.1920,2,2
POST00005798,75,8.2029,9.1150,2.2949,14,14,161,5.3040,5.0450,2.9011,10,10,155,10.0731,10.2800,1.9949,49,49,215,9.8180,10.2600,2.6965,10,10
POST00005897,142,8.8143,8.9050,2.6238,28,28,212,8.0742,8.1000,2.3784,19,19,291,9.1751,9.5700,2.3178,71,71,278,8.4512,8.6300,2.7432,17,17
POST00005182,291,9.2078,9.1700,1.9312,9,9,136,6.5800,6.5800,0.0000,1,1,106,5.9542,4.9200,3.1630,31,31,22,7.7262,7.4700,2.5040,47,47
POST00005510,83,8.3258,8.8650,2.3678,38,38,88,10.8440,10.7900,0.6608,5,5,240,7.4738,7.4900,2.9720,177,177,106,9.3400,8.8550,2.4711,4,4
POST00004194,46,8.9350,9.5200,2.4169,10,10,255,9.3229,9.7300,2.6824,24,24,74,7.4820,6.9100,2.2559,10,10,97,8.2269,8.1400,2.1386,29,29
POST00004428,60,5.9711,5.8900,2.1987,18,18,183,6.6717,6.1850,2.2531,6,6,22,8.9594,9.5200,2.6105,68,68,130,7.9323,8.1400,2.5892,31,31
POST00005994,234,8.5823,9.2300,2.7969,26,26,157,8.5102,9.4100,3.1381,41,41,183,8.0067,10.8300,4.9596,3,3,23,7.5660,7.5400,3.2115,15,15
POST00004181,10,7.9533,8.3400,3.4133,15,15,212,8.0742,8.1000,2.3784,19,19,285,8.6908,9.6850,2.6444,36,36,57,9.7932,10.0500,2.2033,25,25
POST00005156,199,0.0000,0.0000,0.0000,0,0,167,6.6833,6.5500,2.3750,9,9,190,6.0057,5.4200,2.9581,14,14,160,8.3571,9.4400,3.3586,7,7
POST00005887,145,7.7004,7.6150,2.6996,26,26,20,8.2731,8.3600,3.2995,26,26,4,10.2900,10.0800,1.9854,6,6,265,9.3919,9.4200,2.1402,27,27
POST00004641,256,8.9155,9.9400,3.7354,11,11,165,10.9957,11.5700,1.9916,28,28,226,8.9500,9.0850,2.4318,6,6,96,8.3417,9.4600,2.7079,29,29
POST00004236,123,9.3100,9.3100,0.2546,2,2,53,11.3864,11.9300,1.6985,11,11,80,7.7191,7.9000,2.7339,92,92,27,8.1646,8.7200,3.3648,24,24
POST00004669,297,10.8090,10.9050,0.7748,10,10,58,8.9850,9.1000,1.8554,18,18,291,9.1751,9.5700,2.3178,71,71,97,8.2269,8.1400,2.1386,29,29
POST00005513,259,9.8082,10.7300,2.5559,11,11,165,10.9957,11.5700,1.9916,28,28,69,8.9951,9.5900,2.6396,59,59,51,7.7885,8.2650,2.4256,34,34
POST00004072,292,6.7646,6.5100,3.1597,13,13,133,6.2433,6.1700,2.9128,45,45,173,7.0037,7.2500,3.2126,551,551,70,8.8468,9.7000,3.0527,28,28
POST00004299,158,10.1817,10.2900,1.7624,18,18,243,9.7240,9.7800,2.2833,15,15,37,7.9380,8.0250,2.8431,208,208,3,6.2167,5.6300,3.2282,24,24
POST00004720,70,9.4667,9.9100,1.6294,9,9,95,7.7280,7.4100,3.0715,25,25,173,7.0037,7.2500,3.2126,551,551,32,5.6710,5.7500,2.4984,10,10
POST00005652,184,9.6974,10.2000,2.6773,23,23,233,7.1621,6.4750,3.1829,42,42,69,8.9951,9.5900,2.6396,59,59,56,7.7608,8.4200,3.0032,25,25
POST00004996,129,9.7867,10.4200,1.2997,9,9,299,9.1567,8.5500,1.4314,6,6,173,7.0037,7.2500,3.2126,551,551,266,8.7018,9.0350,2.4003,22,22
POST00005252,23,9.5533,9.8200,2.1620,9,9,186,8.3052,8.6800,2.8566,33,33,106,5.9542,4.9200,3.1630,31,31,196,9.6590,10.4100,3.1028,21,21
POST00004680,22,7.8715,7.9600,3.0111,13,13,53,11.3864,11.9300,1.6985,11,11,173,7.0037,7.2500,3.2126,551,551,136,9.3900,9.5800,1.7140,4,4
POST00005545,104,7.6636,8.4800,3.3644,11,11,296,8.2026,8.7600,2.2012,19,19,106,5.9542,4.9200,3.1630,31,31,10,7.4537,8.0750,2.8722,30,30
POST00004393,296,8.2783,9.0000,2.7719,12,12,13,9.3895,9.6000,1.9818,20,20,158,7.9362,8.0950,2.6864,42,42,108,8.9287,10.6700,3.6955,8,8
POST00005811,229,9.9477,10.5900,2.4366,30,30,198,10.1492,10.6350,2.7999,12,12,292,8.1544,8.0950,2.6865,126,126,249,7.1400,7.4600,3.1890,19,19
POST00004907,32,9.0006,9.0500,2.9079,31,31,48,7.3611,8.1150,3.5259,36,36,164,5.4800,5.3600,1.7377,7,7,66,9.2224,9.0850,2.1508,38,38
POST00004803,187,6.2343,5.6700,2.0825,7,7,282,8.2559,8.9400,2.8333,29,29,126,9.8500,9.8500,0.0000,1,1,47,0.0000,0.0000,0.0000,0,0
POST00004614,87,11.0191,11.2900,1.7161,11,11,225,9.3393,10.3000,2.9534,15,15,204,8.6643,8.8300,2.4799,21,21,50,7.4831,7.1750,2.6931,16,16
POST00004768,166,7.7680,8.0200,3.6892,25,25,238,10.1876,10.8400,2.9460,17,17,80,7.7191,7.9000,2.7339,92,92,39,8.1068,8.3550,2.6948,22,22
POST00004188,189,7.4623,7.7800,2.9096,13,13,11,8.8628,9.4300,2.5187,29,29,291,9.1751,9.5700,2.3178,71,71,221,9.8296,10.4850,2.4401,24,24
POST00005467,90,7.2000,6.8200,2.9774,13,13,83,6.1043,6.0500,3.0698,7,7,292,8.1544,8.0950,2.6865,126,126,186,0.0000,0.0000,0.0000,0,0
POST00004239,61,8.7328,9.5150,2.7112,18,18,237,9.0813,9.4400,2.1313,23,23,69,8.9951,9.5900,2.6396,59,59,205,6.7839,6.7100,2.6107,18,18
POST00004146,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,158,7.9362,8.0950,2.6864,42,42,190,9.9114,9.7100,1.5191,7,7
POST00004101,109,8.9833,8.6300,1.8281,15,15,160,9.1636,10.5400,3.3816,11,11,198,10.9350,10.8850,0.4993,8,8,232,8.0850,8.2600,3.0233,30,30
POST00005065,188,8.6418,9.4100,2.9366,17,17,91,9.0378,10.1800,3.0452,68,68,173,7.0037,7.2500,3.2126,551,551,97,8.2269,8.1400,2.1386,29,29
POST00004915,208,11.3900,11.3900,0.0000,1,1,151,11.1671,11.1600,2.0605,7,7,173,7.0037,7.2500,3.2126,551,551,11,0.0000,0.0000,0.0000,0,0
POST00005912,118,8.4247,9.2400,3.4733,15,15,91,9.0378,10.1800,3.0452,68,68,80,7.7191,7.9000,2.7339,92,92,213,11.3760,11.2300,1.0379,5,5
POST00004263,295,7.7120,7.9200,2.9360,10,10,40,8.9044,8.8950,2.4435,18,18,32,8.5188,8.8200,2.2161,51,51,35,0.0000,0.0000,0.0000,0,0
POST00004463,85,8.5469,9.0900,2.9821,16,16,200,10.4778,10.1000,1.4324,9,9,181,7.5860,7.1000,1.7990,10,10,89,8.0492,8.6700,3.2404,25,25
POST00004665,229,9.9477,10.5900,2.4366,30,30,15,9.5962,9.8000,2.2034,16,16,152,7.9479,7.9550,2.2186,66,66,66,9.2224,9.0850,2.1508,38,38
POST00005672,4,9.8427,10.0800,2.0137,15,15,119,9.6916,9.5400,1.3575,19,19,240,7.4738,7.4900,2.9720,177,177,249,7.1400,7.4600,3.1890,19,19
POST00004295,22,7.8715,7.9600,3.0111,13,13,145,9.6960,9.4900,2.1870,15,15,211,6.4793,6.5400,3.1914,27,27,221,9.8296,10.4850,2.4401,24,24
POST00005142,229,9.9477,10.5900,2.4366,30,30,15,9.5962,9.8000,2.2034,16,16,175,8.0062,8.3400,2.9708,73,73,196,9.6590,10.4100,3.1028,21,21
POST00004242,91,6.2725,5.2150,2.9598,8,8,275,7.1335,7.3700,2.8158,23,23,85,8.8757,8.6200,1.7894,7,7,39,8.1068,8.3550,2.6948,22,22
POST00005488,133,9.9400,10.6150,2.9350,14,14,62,9.6300,9.7600,2.5199,10,10,69,8.9951,9.5900,2.6396,59,59,241,9.1856,9.1000,3.0346,9,9
POST00005634,243,8.8763,10.0500,2.3066,19,19,286,10.6900,10.6900,0.0000,1,1,171,8.0868,8.1050,2.9729,22,22,5,8.3744,9.7250,3.0050,18,18
POST00005261,41,7.0838,6.8550,3.0678,16,16,186,8.3052,8.6800,2.8566,33,33,173,7.0037,7.2500,3.2126,551,551,268,10.5560,10.1300,2.2779,5,5
POST00005122,224,8.6746,8.2550,2.4658,24,24,272,9.1325,10.3350,2.6237,12,12,160,6.5310,5.4550,2.3973,10,10,66,9.2224,9.0850,2.1508,38,38
POST00005153,122,8.0853,8.1500,2.5878,17,17,16,8.2365,10.1500,3.4683,26,26,291,9.1751,9.5700,2.3178,71,71,209,7.7968,7.7000,2.6671,22,22
POST00005670,288,3.5517,3.1350,1.6383,6,6,56,9.3925,9.2850,1.3917,4,4,173,7.0037,7.2500,3.2126,551,551,219,0.0000,0.0000,0.0000,0,0
POST00005412,246,7.4877,7.1700,1.5505,13,13,155,7.4900,7.2350,2.3649,34,34,49,10.8250,11.0350,1.5978,14,14,148,6.0511,6.0100,3.2556,18,18
POST00005583,115,6.2855,5.7050,2.4769,20,20,115,7.0516,6.6200,3.5399,25,25,37,7.9380,8.0250,2.8431,208,208,82,7.7000,7.8200,2.6747,12,12
POST00004046,46,8.9350,9.5200,2.4169,10,10,257,6.6107,6.9350,2.9170,14,14,167,7.8588,8.7300,3.0201,74,74,94,7.4612,7.1900,2.2699,16,16
POST00005539,96,8.2962,8.6300,2.6534,21,21,175,7.5150,8.4600,3.1030,10,10,167,7.8588,8.7300,3.0201,74,74,167,7.6300,9.0300,2.6252,5,5
POST00005835,18,8.9796,9.7500,2.2655,23,23,228,8.1888,8.3250,2.0020,32,32,127,9.4183,10.2500,2.9337,12,12,209,7.7968,7.7000,2.6671,22,22
POST00005947,130,8.7867,8.4400,2.1156,15,15,153,8.8058,8.6950,2.5731,24,24,22,8.9594,9.5200,2.6105,68,68,37,8.3861,8.9900,2.5505,36,36
POST00005853,217,7.9718,8.5900,3.1656,11,11,169,8.8400,8.8400,0.0000,1,1,53,7.1493,6.6300,3.0212,56,56,275,8.6376,9.2500,2.9849,29,29
POST00005215,9,6.9138,6.5850,2.3619,8,8,155,7.4900,7.2350,2.3649,34,34,173,7.0037,7.2500,3.2126,551,551,37,8.3861,8.9900,2.5505,36,36
POST00005240,120,8.9824,9.6600,2.4669,33,33,66,7.8206,8.0300,2.7658,35,35,136,7.2062,7.6200,1.9162,21,21,237,8.7154,9.6550,2.8392,24,24
POST00005243,15,10.9906,11.3400,1.7332,16,16,211,9.1242,9.5550,3.2667,12,12,257,9.9573,10.2600,2.2555,22,22,175,0.0000,0.0000,0.0000,0,0
POST00004521,61,8.7328,9.5150,2.7112,18,18,64,7.2518,7.4900,3.0964,17,17,175,8.0062,8.3400,2.9708,73,73,117,3.7250,3.7250,0.2899,2,2
POST00005645,112,7.9954,9.0750,3.0968,24,24,49,8.0800,7.9600,1.8405,6,6,143,8.0925,8.3200,1.9964,12,12,200,6.9729,6.1300,3.1265,21,21
POST00004097,109,8.9833,8.6300,1.8281,15,15,81,10.0100,10.1250,1.1457,4,4,37,7.9380,8.0250,2.8431,208,208,64,5.6809,5.2900,2.8513,11,11
POST00004307,29,8.9505,9.5800,2.9637,20,20,17,8.1589,8.3300,2.7890,9,9,242,7.3911,7.3900,2.4989,19,19,261,8.2060,7.3300,2.0934,5,5
POST00005334,79,8.8473,10.4450,3.4931,22,22,16,8.2365,10.1500,3.4683,26,26,167,7.8588,8.7300,3.0201,74,74,96,8.3417,9.4600,2.7079,29,29
POST00005569,117,9.1050,8.8250,1.0567,6,6,68,8.2361,8.6300,2.0590,33,33,173,7.0037,7.2500,3.2126,551,551,48,9.4247,9.6400,1.9751,17,17
POST00005455,120,8.9824,9.6600,2.4669,33,33,37,8.9855,8.7000,2.3520,11,11,37,7.9380,8.0250,2.8431,208,208,122,8.9985,9.6850,2.9635,20,20
POST00004259,182,6.2767,6.0300,2.9898,6,6,132,5.3800,4.9900,2.4351,15,15,135,6.7740,6.9300,2.4607,117,117,6,6.1408,5.3050,3.5164,12,12
POST00004180,31,5.5539,5.5600,1.9452,31,31,14,6.1557,5.3500,2.6355,23,23,173,7.0037,7.2500,3.2126,551,551,220,7.1429,6.2800,3.4292,7,7
POST00005673,44,8.3739,8.9600,3.2887,23,23,70,9.2457,9.9000,2.5642,40,40,163,9.0450,8.6900,1.4956,8,8,48,9.4247,9.6400,1.9751,17,17
POST00004287,70,9.4667,9.9100,1.6294,9,9,273,9.0521,9.0050,2.1942,14,14,103,7.6104,7.3900,2.3677,25,25,275,8.6376,9.2500,2.9849,29,29
POST00004290,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,6,7.5673,7.9800,2.3013,15,15,66,9.2224,9.0850,2.1508,38,38
POST00005627,142,8.8143,8.9050,2.6238,28,28,212,8.0742,8.1000,2.3784,19,19,70,7.8922,8.4500,2.7427,73,73,39,8.1068,8.3550,2.6948,22,22
POST00005495,279,9.0040,8.3900,2.7886,5,5,211,9.1242,9.5550,3.2667,12,12,158,7.9362,8.0950,2.6864,42,42,4,7.4843,7.3200,2.6708,28,28
POST00005733,273,8.3093,8.9200,2.5197,14,14,55,7.7985,8.2300,3.3327,13,13,101,10.6633,10.9600,1.2476,9,9,97,8.2269,8.1400,2.1386,29,29
POST00004095,206,7.8857,8.0800,2.5223,23,23,289,6.6780,6.8400,2.5340,10,10,175,8.0062,8.3400,2.9708,73,73,174,7.3457,7.3500,3.1311,7,7
POST00005607,279,9.0040,8.3900,2.7886,5,5,151,11.1671,11.1600,2.0605,7,7,171,8.0868,8.1050,2.9729,22,22,284,8.4144,9.6600,2.7193,16,16
POST00005532,102,7.5400,8.1600,2.5185,11,11,7,9.2722,9.7100,2.4864,27,27,256,0.0000,0.0000,0.0000,0,0,57,9.7932,10.0500,2.2033,25,25
POST00005286,234,8.5823,9.2300,2.7969,26,26,187,7.3889,7.1300,3.0926,19,19,260,0.0000,0.0000,0.0000,0,0,241,9.1856,9.1000,3.0346,9,9
POST00004377,250,6.4967,6.4200,1.8682,6,6,187,7.3889,7.1300,3.0926,19,19,21,7.9446,8.0800,2.2530,35,35,206,8.0260,8.2850,2.4078,20,20
POST00005708,214,5.4975,5.7800,2.4381,12,12,133,6.2433,6.1700,2.9128,45,45,32,8.5188,8.8200,2.2161,51,51,207,7.9282,8.2750,2.6668,28,28
POST00004516,42,10.8138,11.1000,1.6636,8,8,252,8.9588,9.1700,2.1050,41,41,292,8.1544,8.0950,2.6865,126,126,66,9.2224,9.0850,2.1508,38,38
POST00004730,282,8.9791,8.9400,1.9026,11,11,293,8.4845,8.9300,2.5590,20,20,152,7.9479,7.9550,2.2186,66,66,257,8.0114,8.6000,3.0252,35,35
POST00004199,180,8.7167,8.8600,2.2727,18,18,49,8.0800,7.9600,1.8405,6,6,26,9.1033,8.2300,1.7879,3,3,159,7.7294,8.6500,3.1648,36,36
POST00004975,2,8.1923,8.6000,2.6683,13,13,137,10.3827,10.1200,1.6768,15,15,49,10.8250,11.0350,1.5978,14,14,112,7.9638,8.2300,2.8802,29,29
POST00004488,32,9.0006,9.0500,2.9079,31,31,29,10.3421,10.7350,1.9455,14,14,297,8.7775,8.7600,2.1764,4,4,66,9.2224,9.0850,2.1508,38,38
POST00004763,66,10.7376,11.5500,2.5984,21,21,48,7.3611,8.1150,3.5259,36,36,57,0.0000,0.0000,0.0000,0,0,80,7.7870,8.1750,2.4367,20,20
POST00004066,142,8.8143,8.9050,2.6238,28,28,212,8.0742,8.1000,2.3784,19,19,70,7.8922,8.4500,2.7427,73,73,89,8.0492,8.6700,3.2404,25,25
POST00004458,129,9.7867,10.4200,1.2997,9,9,233,7.1621,6.4750,3.1829,42,42,291,9.1751,9.5700,2.3178,71,71,204,8.3570,8.4100,2.4246,23,23
POST00005297,113,8.0306,8.1300,1.9980,18,18,161,5.3040,5.0450,2.9011,10,10,172,8.5511,8.7700,2.3476,19,19,89,8.0492,8.6700,3.2404,25,25
POST00004312,200,8.9670,9.6700,2.4504,30,30,258,0.0000,0.0000,0.0000,0,0,230,7.7750,8.3800,3.2909,4,4,108,8.9287,10.6700,3.6955,8,8
POST00004548,273,8.3093,8.9200,2.5197,14,14,233,7.1621,6.4750,3.1829,42,42,283,8.4850,8.4850,0.7000,2,2,85,0.0000,0.0000,0.0000,0,0
POST00005305,73,7.6325,7.2300,2.7895,8,8,233,7.1621,6.4750,3.1829,42,42,252,8.7382,9.0900,2.5365,28,28,252,9.0961,9.5600,2.5233,18,18
POST00004336,70,9.4667,9.9100,1.6294,9,9,55,7.7985,8.2300,3.3327,13,13,212,7.0279,7.6500,2.8146,47,47,187,9.9500,9.8350,1.3289,10,10
POST00004402,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,37,7.9380,8.0250,2.8431,208,208,237,8.7154,9.6550,2.8392,24,24
POST00004628,8,9.7177,10.2400,2.7967,30,30,29,10.3421,10.7350,1.9455,14,14,138,0.0000,0.0000,0.0000,0,0,187,9.9500,9.8350,1.3289,10,10
POST00005902,181,10.3350,10.3350,0.7142,2,2,228,8.1888,8.3250,2.0020,32,32,166,0.0000,0.0000,0.0000,0,0,161,8.0852,7.7500,3.1218,27,27
POST00005829,279,9.0040,8.3900,2.7886,5,5,151,11.1671,11.1600,2.0605,7,7,40,10.7950,10.6000,1.1901,8,8,27,8.1646,8.7200,3.3648,24,24
POST00005823,147,8.6213,10.1000,3.3838,23,23,155,7.4900,7.2350,2.3649,34,34,173,7.0037,7.2500,3.2126,551,551,71,9.0213,8.9000,2.9178,16,16
POST00004776,129,9.7867,10.4200,1.2997,9,9,299,9.1567,8.5500,1.4314,6,6,252,8.7382,9.0900,2.5365,28,28,59,7.5960,9.2050,3.1941,10,10
POST00005865,207,10.4621,11.0500,2.2920,14,14,91,9.0378,10.1800,3.0452,68,68,22,8.9594,9.5200,2.6105,68,68,25,8.4212,9.1600,2.7068,33,33
POST00005115,29,8.9505,9.5800,2.9637,20,20,223,10.0587,10.5300,1.9236,8,8,173,7.0037,7.2500,3.2126,551,551,18,8.6440,8.2300,2.0856,5,5
POST00004753,223,10.2182,10.6000,2.2016,17,17,238,10.1876,10.8400,2.9460,17,17,135,6.7740,6.9300,2.4607,117,117,138,8.0576,8.0600,2.8612,25,25
POST00004528,148,10.7718,10.7700,0.5177,11,11,3,8.5250,9.5150,2.7164,6,6,206,8.0871,9.2700,3.6343,7,7,161,8.0852,7.7500,3.1218,27,27
POST00004277,137,8.6317,9.4150,3.1876,12,12,202,6.5158,6.4800,2.7513,12,12,80,7.7191,7.9000,2.7339,92,92,201,9.5778,10.5200,3.3467,9,9
POST00004466,158,10.1817,10.2900,1.7624,18,18,64,7.2518,7.4900,3.0964,17,17,291,9.1751,9.5700,2.3178,71,71,243,8.2475,7.9600,2.6924,16,16
POST00004052,97,8.3033,8.6000,2.1405,3,3,209,9.3079,9.6700,2.3035,19,19,152,7.9479,7.9550,2.2186,66,66,6,6.1408,5.3050,3.5164,12,12
